date_ymd,week,tray_id,recorded_by,typed_by,spp,cum_germ,sown_seeds,cum_germ_perc,comment
2023-06-16,12,M4-D2-2,JD,GX,MOFI,5,50,0.10,
2023-06-16,12,M4-D2-2,JD,GX,HEHE,1,50,0.02,
2023-06-16,12,M4-D2-2,JD,GX,CIAR,4,20,0.20,
2023-06-16,12,M1-C1,JD,GX,CIAR,4,20,0.20,
2023-06-16,12,M1-D2-M4,JD,GX,MOFI,44,200,0.22,
2023-06-16,12,M1-D2-M4,JD,GX,CIAR,4,20,0.20,
2023-06-16,12,M1-D1-M1,JD,GX,MOFI,18,48,0.38,
2023-06-16,12,M1-D1-M1,JD,GX,CIAR,9,20,0.45,
2023-06-16,12,M1-D3-H5,GX,GX,HEHE,67,400,0.17,
2023-06-16,12,M1-D3-H5,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M2-D1-2,GX,GX,OEBI,14,24,0.58,
2023-06-16,12,M2-D1-2,GX,GX,RUHI,9,24,0.38,
2023-06-16,12,M2-D1-2,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M1-D2-R2,GX,GX,RUHI,64,200,0.32,
2023-06-16,12,M1-D2-R2,GX,GX,CIAR,5,20,0.25,
2023-06-16,12,M1-D1-H4,GX,GX,HEHE,2,48,0.04,
2023-06-16,12,M1-D1-H4,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M1-D1-A2,GX,GX,ANGE,5,48,0.10,
2023-06-16,12,M1-D1-A2,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M4-D2-1,GX,GX,RUHI,26,50,0.52,
2023-06-16,12,M4-D2-1,GX,GX,ANGE,17,50,0.34,
2023-06-16,12,M4-D2-1,GX,GX,MOFI,8,50,0.16,
2023-06-16,12,M4-D2-1,GX,GX,HEHE,3,50,0.06,
2023-06-16,12,M4-D2-1,GX,GX,CIAR,7,20,0.35,
2023-06-16,12,M1-D1-O5,GX,GX,OEBI,27,48,0.56,
2023-06-16,12,M1-D1-O5,GX,GX,CIAR,2,20,0.10,
2023-06-16,12,M1-D3-O3,GX,GX,OEBI,193,400,0.48,
2023-06-16,12,M1-D3-O3,GX,GX,CIAR,5,20,0.25,
2023-06-16,12,M1-D1-A3,GX,GX,ANGE,8,48,0.17,
2023-06-16,12,M1-D1-A3,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M1-D1-A1,GX,GX,ANGE,2,48,0.04,
2023-06-16,12,M1-D1-A1,GX,GX,CIAR,6,20,0.30,
2023-06-16,12,M1-D1-O2,GX,GX,OEBI,15,48,0.31,
2023-06-16,12,M1-D1-O2,GX,GX,CIAR,3,20,0.15,
2023-06-16,12,M1-D2-M1,GX,GX,MOFI,109,200,0.55,
2023-06-16,12,M1-D2-M1,GX,GX,CIAR,10,20,0.50,
2023-06-16,12,M1-D2-O3,GX,GX,OEBI,92,200,0.46,
2023-06-16,12,M1-D2-O3,GX,GX,CIAR,6,20,0.30,
2023-06-16,12,M1-D1-H2,GX,GX,HEHE,3,48,0.06,
2023-06-16,12,M1-D1-H2,GX,GX,CIAR,9,20,0.45,
2023-06-16,12,M4-D2-3,GX,GX,RUHI,19,50,0.38,
2023-06-16,12,M4-D2-3,GX,GX,MOFI,12,50,0.24,
2023-06-16,12,M4-D2-3,GX,GX,ANGE,11,50,0.22,
2023-06-16,12,M4-D2-3,GX,GX,CIAR,4,20,0.20,
2023-06-16,12,M2-D3-2,GX,GX,MOFI,105,200,0.53,
2023-06-16,12,M2-D3-2,GX,GX,HEHE,10,200,0.05,
2023-06-16,12,M2-D3-2,GX,GX,CIAR,7,20,0.35,
2023-06-16,12,M1-D3-H3,GX,GX,HEHE,49,400,0.12,
2023-06-16,12,M1-D3-H3,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M2-D3-4,GX,GX,OEBI,96,200,0.48,
2023-06-16,12,M2-D3-4,GX,GX,HEHE,11,200,0.06,
2023-06-16,12,M2-D3-4,GX,GX,CIAR,6,20,0.30,
2023-06-16,12,M2-D2-3,GX,GX,OEBI,46,100,0.46,
2023-06-16,12,M2-D2-3,GX,GX,ANGE,23,100,0.23,
2023-06-16,12,M2-D2-3,GX,GX,CIAR,5,20,0.25,
2023-06-16,12,M1-D1-R3,GX,GX,RUHI,26,48,,
2023-06-16,12,M1-D1-R3,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M4-D2-4,GX,GX,ANGE,18,50,0.36,
2023-06-16,12,M4-D2-4,GX,GX,HEHE,3,50,0.06,
2023-06-16,12,M4-D2-4,GX,GX,OEBI,25,50,0.50,
2023-06-16,12,M4-D2-4,GX,GX,RUHI,20,50,0.40,
2023-06-16,12,M4-D2-4,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M2-D1-5,GX,GX,HEHE,2,24,0.08,
2023-06-16,12,M2-D1-5,GX,GX,MOFI,7,24,0.29,
2023-06-16,12,M2-D1-5,GX,GX,CIAR,7,20,0.35,
2023-06-16,12,M1-C3,GX,GX,CIAR,13,20,0.65,
2023-06-16,12,M1-D2-H3,GX,GX,HEHE,21,200,0.11,
2023-06-16,12,M1-D2-H3,GX,GX,CIAR,8,20,0.40,
2023-06-09,11,M2-D2-5,GX,GX,RUHI,25,100,0.25,
2023-06-09,11,M2-D2-5,GX,GX,CIAR,8,20,0.40,
2023-06-09,11,M2-D2-5,GX,GX,ANGE,25,100,0.25,
2023-06-16,12,M2-D2-5,GX,GX,RUHI,25,100,0.25,
2023-06-16,12,M2-D2-5,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M2-D2-5,GX,GX,ANGE,25,100,0.25,
2023-06-16,12,M4-D2-5,GX,GX,MOFI,8,50,0.16,
2023-06-16,12,M4-D2-5,GX,GX,RUHI,19,50,0.38,
2023-06-16,12,M4-D2-5,GX,GX,OEBI,27,50,0.54,
2023-06-16,12,M4-D2-5,GX,GX,HEHE,2,50,0.04,
2023-06-16,12,M4-D2-5,GX,GX,CIAR,2,20,0.10,
2023-06-16,12,M2-D1-4,GX,GX,OEBI,13,24,0.54,
2023-06-16,12,M2-D1-4,GX,GX,MOFI,24,24,1.00,
2023-06-16,12,M2-D1-4,GX,GX,CIAR,9,20,0.45,
2023-06-16,12,M4-D1-5,GX,GX,RUHI,4,12,0.33,
2023-06-16,12,M4-D1-5,GX,GX,MOFI,4,12,0.33,
2023-06-16,12,M4-D1-5,GX,GX,OEBI,8,12,0.67,
2023-06-16,12,M4-D1-5,GX,GX,HEHE,0,12,0.00,
2023-06-16,12,M4-D1-5,GX,GX,CIAR,10,20,0.50,
2023-06-16,12,M1-D1-R1,GX,GX,RUHI,13,48,,
2023-06-16,12,M1-D1-R1,GX,GX,CIAR,9,20,0.45,
2023-06-16,12,M1-D1-M4,GX,GX,MOFI,16,48,0.33,
2023-06-16,12,M1-D1-M4,GX,GX,CIAR,11,20,0.55,
2023-06-09,11,S10,GX,GX,-,0,,,
2023-06-16,12,S10,GX,GX,-,0,,,
2023-06-16,12,M1-D2-A4,GX,GX,ANGE,39,200,0.20,
2023-06-16,12,M1-D2-A4,GX,GX,CIAR,11,20,0.55,
2023-06-16,12,M1-D1-O4,GX,GX,OEBI,22,48,0.46,
2023-06-16,12,M1-D1-O4,GX,GX,CIAR,5,20,0.25,
2023-06-16,12,S03,GX,GX,-,0,,,
2023-06-16,12,M1-D2-O5,GX,GX,OEBI,113,200,0.57,
2023-06-16,12,M1-D2-O5,GX,GX,CIAR,5,20,0.25,
2023-06-16,12,M4-D1-1,GX,GX,ANGE,1,12,0.08,
2023-06-16,12,M4-D1-1,GX,GX,MOFI,6,12,0.50,
2023-06-16,12,M4-D1-1,GX,GX,HEHE,0,12,0.00,
2023-06-16,12,M4-D1-1,GX,GX,RUHI,6,12,0.50,
2023-06-16,12,M4-D1-1,GX,GX,CIAR,5,20,0.25,
2023-06-16,12,M1-D1-H5,GX,GX,HEHE,3,48,0.06,
2023-06-16,12,M1-D1-H5,GX,GX,CIAR,8,20,0.40,
2023-06-16,12,M2-D3-5,GX,GX,RUHI,65,200,0.33,
2023-06-16,12,M2-D3-5,GX,GX,MOFI,78,200,0.39,
2023-06-16,12,M2-D3-5,GX,GX,CIAR,2,20,0.10,
2023-06-16,12,M1-D2-O1,GX,GX,OEBI,103,200,0.52,
2023-06-16,12,M1-D2-O1,GX,GX,CIAR,7,20,0.35,
2023-06-16,12,M2-D2-2,GX,GX,OEBI,46,100,0.46,
2023-06-16,12,M2-D2-2,GX,GX,MOFI,42,100,0.42,
2023-06-16,12,M2-D2-2,GX,GX,CIAR,7,20,0.35,
2023-06-16,12,M1-C2,GX,GX,CIAR,12,20,0.60,
2023-06-09,11,M1-D3-A4,GX,GX,ANGE,87,400,0.22,
2023-06-09,11,M1-D3-A4,GX,GX,CIAR,3,20,0.15,
2023-06-16,12,M1-D3-A4,GX,GX,ANGE,89,400,0.22,
2023-06-16,12,M1-D3-A4,GX,GX,CIAR,3,20,0.15,
2023-06-16,12,M1-D3-R4,GX,GX,RUHI,108,400,0.27,
2023-06-16,12,M1-D3-R4,GX,GX,CIAR,6,20,0.30,
2023-06-16,12,M1-D2-H1,GX,GX,HEHE,13,200,0.07,
2023-06-16,12,M1-D2-H1,GX,GX,CIAR,4,20,0.20,
2023-06-16,12,M1-D2-R4,GX,GX,RUHI,62,200,0.31,
2023-06-16,12,M1-D2-R4,GX,GX,CIAR,4,20,0.20,
2023-06-09,11,S01,GX,GX,-,0,,,
2023-06-16,12,S01,GX,GX,-,0,,,
2023-06-16,12,M1-D1-R5,GX,GX,RUHI,22,48,,
2023-06-16,12,M1-D1-R5,GX,GX,CIAR,7,20,0.35,
2023-06-16,12,M2-D1-3,GX,GX,ANGE,5,24,0.21,
2023-06-16,12,M2-D1-3,GX,GX,HEHE,0,24,0.00,
2023-06-16,12,M2-D1-3,GX,GX,CIAR,11,20,0.55,
2023-06-16,12,M1-D3-M4,GX,GX,MOFI,177,400,0.44,
2023-06-16,12,M1-D3-M4,GX,GX,CIAR,9,20,0.45,
2023-06-09,11,M1-D3-H1,GX,GX,HEHE,41,400,0.10,
2023-06-09,11,M1-D3-H1,GX,GX,CIAR,13,20,0.65,
2023-06-16,12,M1-D3-H1,GX,GX,HEHE,41,400,0.10,
2023-06-16,12,M1-D3-H1,GX,GX,CIAR,13,20,0.65,
2023-06-09,11,M1-C4,GX,GX,CIAR,12,20,0.60,
2023-06-16,12,M1-C4,GX,GX,CIAR,12,20,0.60,
2023-06-16,12,M1-C5,GX,GX,CIAR,10,20,0.50,
2023-06-09,11,M1-D2-A2,GX,GX,ANGE,27,200,0.14,
2023-06-15,12,M1-D2-A2,GX,GX,ANGE,27,200,0.14,
2023-06-09,11,M1-D2-A2,GX,GX,CIAR,5,20,0.25,
2023-06-15,12,M1-D2-A2,GX,GX,CIAR,5,20,0.25,
2023-06-02,10,M1-D3-O1,GX,GX,OEBI,175,400,0.44,
2023-06-09,11,M1-D3-O1,GX,GX,OEBI,175,400,0.44,
2023-06-14,12,M1-D3-O1,GX,GX,OEBI,175,400,0.44,
2023-06-02,10,M1-D3-O1,GX,GX,CIAR,7,20,0.35,
2023-06-09,11,M1-D3-O1,GX,GX,CIAR,7,20,0.35,
2023-06-14,12,M1-D3-O1,GX,GX,CIAR,7,20,0.35,
2023-05-25,9,M4-D2-3,GX,GX,OEBI,17,50,0.34,
2023-06-02,10,M4-D2-3,GX,GX,OEBI,17,50,0.34,
2023-06-09,11,M4-D2-3,GX,GX,OEBI,17,50,0.34,
2023-06-16,12,M4-D2-3,GX,GX,OEBI,17,50,0.34,
,,,,,,,,,
,,,,,,,,,
